Ticker,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30
AIRR,0.04881798681104366,-0.04831171495511177,0.002201668092386644,-0.08985275148064731,0.10711432485815209,0.028153774037715795,-0.04528695915101644,0.0,0.004054013675257595,-0.039582500931198084,-0.04751008197241202,-0.08002877592734303,0.09614141775327867,0.07243399416614893,-0.07894649964792966,-0.07995148924389761,0.03884111575130378,0.11343492501084484,0.030734587088014464,0.008337521782443513,0.0018617555123259244,0.05657284498333537,0.020175748658874282,0.04054198254231278,-0.04573791556799567,0.17117998134012136,0.032189939034457105,0.012684882679020903,0.004592999054602309,-0.005645967158232068,0.017976673320809766,-0.0595482070661314,0.036267539496240175,0.008434920934856427,-0.010455846160046689,0.10182779802022224,0.029953903656465775,0.011185749829684122,0.01180107382801987,0.00036479611412221224,-0.054340102271098756,0.002152969218027545,-0.03579695367550473,0.05469057969136304,0.01535421128518566,0.028128099922910543,0.02249621637294208,-0.0071002258819150565,-0.1301860269085846,0.03659556534392627,-0.13779595985340387,0.1028123740683844,0.062165297783547624,-0.040421815462006294,0.06234644077672713,-0.0791506400398172,0.10691815649270708,0.007196980170997014,-0.05453154802948923,0.0687807508230498,0.039091544658847344,0.029702781961065794,0.01081402506138307,-0.03579304877503353,-0.09001510049177741,-0.2146590553449771,0.10423862609452117,0.05338535070677275,0.0419892835798521,0.02122196842152002,0.0936365550333782,-0.0489985276709165,0.03236353507400658,0.1812734336798829,0.0831243058783373,0.019800753724552367,0.10921688983750122,0.057128826190496085,0.023410592979563605,0.005538132863095235,-0.018389865819078866
ARKW,0.01700861817176924,0.01864227882908942,-0.008643565396245223,-0.0029227084081734356,0.08255993963590003,-0.006768938709871608,0.019536626358232834,0.030748553398591172,-0.00302631145312382,0.029054626048052423,-0.07627470244336398,-0.02919704538958845,0.07706749031872273,0.044066511025150135,-0.009621949819808018,-0.179844583656397,0.015102746520998744,0.0725766362583109,0.002416557351843096,0.05824495724317136,0.017860316643112384,0.07793197730505796,0.012416498181755609,0.05172275942216831,-0.03591919271552613,0.02427190914379529,-0.008886232984256837,0.0994221387991645,0.023921807259618566,0.02336284145914891,0.0480801499629846,0.16237633914050287,-0.0036627842198688754,0.050126820089618995,0.11804631493582507,-0.013106918662761258,0.06234632645187421,0.04850105118732895,0.03775108529896576,0.10006516915041463,0.020126323512295263,-0.03520320655666942,-0.0032076406358750864,0.07622689189834464,0.03681554302642276,-0.007209757098723513,0.07933909123552851,-0.03128680516004889,-0.07240842189848351,0.010483032089067423,-0.11034117374812069,0.16737398513110113,0.048869139043939525,-0.0025028707115676285,0.030109887338467756,-0.10830043713077964,0.09287660741162451,0.00903666773982037,-0.049923653915167066,-0.02386688567784645,0.05753038251807152,0.09182037080174998,0.02480605390546753,0.09689175987204113,-0.0006331143512282589,-0.1647394390670196,0.24578033884554018,0.14309627438154227,0.12997752148574104,0.1725397750783495,0.13046541318590155,-0.034409253902729864,0.020349953848681324,0.22831866059551031,0.08926540334070165,0.08506409486405464,0.013097445940383423,-0.08359752434137013,0.007664250526809191,-0.07376995411344411,0.11961337721412235
FDN,0.0022988404949209063,0.01818480658097754,-0.013354815940094245,-0.01940637039516213,0.09978373654951289,-0.01829728012592824,0.024029655452678655,0.00857400219677884,0.002237045334190224,0.07752986533436834,-0.054964827449887954,-0.03448780651507699,0.1260784299913844,0.025268779769635374,-0.021893002040773046,-0.11446187971673172,-0.011200209886295776,0.04530841881999792,0.01713278888943881,0.053268134558093205,-0.014215430063817425,0.07487512050518186,0.019994880274500693,0.03149105695434229,-0.0025747804163651633,-0.017578369170230368,-0.0011260803297364896,0.0690216006570663,0.010194548674895554,0.021227257284408108,0.04770555320952341,0.02656119508215049,0.000527990506645315,0.04359304386676466,0.016688518768564586,0.01830485504111956,0.049531063546237375,0.013683340003046718,0.008999042367379362,0.10902806385500652,0.010257672687832065,-0.02120055720422198,0.027717811932702174,0.08535212885002896,0.02410527599210499,-0.016345805301611893,0.07599711232475204,-0.02848520204358218,-0.10972157613790046,0.0021426604117862347,-0.07617987971318119,0.1342362692484269,0.03536874559199532,0.013868568587477093,0.06357093030281402,-0.06620184838652732,0.04255172530506801,0.015992126796265493,-0.061387910761352193,-0.018301090911680196,-0.006610215342268244,0.029682252117406493,0.010165508888144936,0.03903111073283427,-0.04946391563003494,-0.09949047413968304,0.19372822226602948,0.10379148373595903,0.04588110031004278,0.07811863089166149,0.07920359796315957,-0.05070818886810613,-0.00700901243235208,0.10940595323700353,0.022943049495489864,0.017669509850126275,0.03727198449393887,-0.026558929521326435,0.04933966625317465,-0.013240687064262069,0.08436297443745677
FTEC,0.01927546223824983,0.04825577242447676,-0.010897126327863771,-0.03565831957097043,0.08278803700375437,-0.027583964400420213,0.015274217555054648,0.025483768835371956,-0.038965199353672264,0.022180949822722562,-0.057763061286965955,-0.014496208845842351,0.10740233576702907,0.010444982483342802,-0.02723983593538648,-0.05876965421542302,-0.01002928645610257,0.08496723692114005,-0.04698770821624054,0.0549938515064452,-0.026488834681425155,0.0793700591638622,0.02174555771258624,0.026587691488645593,-0.007113854451878621,0.006062859714901281,0.014084206369114005,0.04172345665962429,0.04967463806454098,0.022079893009028906,0.02260060613608328,0.04562709143641963,-0.026341160370476735,0.04143276004980034,0.030793113186136534,0.009243342732243809,0.07430662091409745,0.009276375260893754,0.0010812931935628711,0.07544526422888476,0.0016745028520042116,-0.034338672438244955,0.00019241980810091874,0.07054769712845488,-0.0024076504671338705,0.019902162430632586,0.07433041916534333,-0.002941247439767092,-0.08698540899960028,-0.017454554314612847,-0.08526792987299203,0.08143774222020106,0.0734272379785863,0.04029166200779288,0.06444014530250186,-0.08858972886620475,0.08628723405672645,0.03612728031372603,-0.022625188752982472,0.014002530303598215,0.037008127591360074,0.05685772363366515,0.039829089223414105,0.037113799670561054,-0.07210317887074202,-0.09686909934689358,0.1405329011470302,0.0773426208880501,0.07022336628115622,0.06055486684413891,0.11247415304491892,-0.049212328669060224,-0.04290674291594998,0.12370896839022394,0.05759119870574092,-0.006985020858684021,0.014742676237823993,0.007141645207546565,0.05167220697149588,-0.012485354272441351,0.07325992760297395
GLD,-0.03054810644807593,-0.00488197260677703,0.013112132840068735,0.08689905756357263,-0.05905219494812319,-0.021522037888980217,-0.0016716737223684275,0.005552104050766671,-0.015162101232906178,-0.06620986259282224,0.03707232801234017,-0.01801138660144541,0.022833636790845047,-0.06752062833262484,-0.004513334897339294,0.05410997351969926,0.10930343875618398,-0.008428860461434318,0.051088083708025867,-0.06138296703293311,0.08969501879279118,0.01984656031160892,-0.03256316550912575,0.006892135107908315,-0.02944919584699579,-0.08356570639157301,-0.019149882681417818,0.05419215772584596,0.031847686784806095,-0.00427746474772539,0.01726748147982482,-0.0012419798017191397,-0.02155534773928114,0.02313170169958645,0.04198757511241591,-0.03369891808976022,-0.007484813689786707,0.003563440057186007,0.021057003170010358,0.03234937283169237,-0.020759902030566435,0.006320007324218668,-0.009539745360543916,-0.011959209467577336,-0.03614944763120931,-0.022418909632539674,-0.021381117106768266,-0.006607347245927042,0.02119545356837582,0.003386881324189961,0.04942010593064916,0.028865979381443196,-0.006092201492829408,-0.01596899557748621,-0.006638842503124187,0.017574298155486723,0.08002914919848991,7.514839229982861e-05,0.0791231345612986,-0.0339478600543478,0.02563546974700759,-0.03208588289288572,0.03655877893383952,0.04499655849690343,-0.006361728631845698,-0.002224031676743232,0.07261060302877431,0.02588161543682088,0.02737702630176453,0.10790463097013703,-0.0032356731296194763,-0.0417140433776253,-0.0051942084141127776,-0.05408625961608993,0.07013861264675048,-0.03223816988295236,-0.06256881416817583,-0.011433105943016053,0.035633887903232075,0.07678377966625938,-0.07147662098325525
IGM,0.009909293379327,0.04764302954253674,-0.013086160972744398,-0.0369896924457076,0.08374955652981453,-0.02872026917143744,0.02414453821567064,0.021207882924239696,-0.037428036364630435,0.039575174535425806,-0.05431718387188511,-0.013384090107283031,0.11266153709360971,0.012813903925323666,-0.01840636210625357,-0.06766654177448295,-0.00697698824851134,0.08292262556152052,-0.03244143715946379,0.05379653909591564,-0.02252850457228739,0.07464956433966363,0.020898517663751948,0.02621429997024549,-0.0059864205592301545,0.000406736440121902,0.009481842475768554,0.047976791942496266,0.043776426175996086,0.023998058300681135,0.026000038417830273,0.04406631481861467,-0.023019252663814327,0.043072157979371806,0.02094505460148066,0.009749308443586235,0.0754124306614703,0.011437591836211292,0.0006684798710285822,0.09431822342626606,0.005522318755872169,-0.03276310434145202,0.00819270391000515,0.06633513529031232,0.0014807663738460874,0.01731555896605319,0.07256758108823735,-0.004143000947729902,-0.1017289564559406,-0.0050510061107684745,-0.08111728538475005,0.10377954454038973,0.046800317232253974,0.040776930983250415,0.06435230267382885,-0.08365254613171436,0.07398289470335406,0.03329471781192295,-0.026746871266315364,0.0019053579612766658,0.032439531435583424,0.047977937603570275,0.03265802248842453,0.03848851218391869,-0.06545506209350238,-0.09710322617810929,0.16163761161418977,0.07565029088166053,0.05604754467455031,0.06717049836297417,0.09845922844277899,-0.05470452768861678,-0.026823075258754492,0.11500447670833935,0.04368322318733808,-0.005945861596616142,0.03051034850617973,0.007560601153149493,0.06238052372852754,-0.011112365986810646,0.06602691404150018
IYW,0.008634254487023485,0.05116594111712325,-0.019306930654825027,-0.038697303761896285,0.08379827060951506,-0.03247702930113261,0.022008412721956194,0.023399060449866838,-0.044328391875865236,0.021400733643387237,-0.05864771727593121,-0.014205801411017793,0.10455017602576944,0.009702992093808538,-0.02653673109085397,-0.056245804733343396,-0.012573339583615617,0.0918750771972634,-0.05732696571970575,0.056804665861057035,-0.023119623539457068,0.08406164271363892,0.02137926290059844,0.023671241898272743,-0.0034454570722137756,0.0029515917354887566,0.013710080499331534,0.04715136666280495,0.04947617080395128,0.02555092892931854,0.0224902334290773,0.04333968435367086,-0.028843050631065736,0.03643029375828721,0.03438991675764669,0.0032035369986000983,0.07784180872354218,0.008725571066365623,0.0004675885213183406,0.0719420132553874,0.00406948344589142,-0.037827693401077056,-0.0011890989408905872,0.07499560968787033,-0.010844380808578635,0.023672244336870873,0.07315473126982353,-0.0073765463906467765,-0.0847853098474669,-0.020160761752743506,-0.07892047454854323,0.0885385162703376,0.05422497490789735,0.04073348705088242,0.06663170076641123,-0.09567141731253248,0.07892272676431045,0.04573259787361739,-0.02913900764745314,0.018605022741906563,0.038195869295923224,0.055044643580536956,0.04156028426490499,0.04131565760862754,-0.0659759640185773,-0.0932202374874308,0.14624002865691121,0.07533713873449321,0.07279200303697198,0.05989622094543856,0.11617015138517539,-0.05539931352850547,-0.02766809977420992,0.11071274438987144,0.047650612628864275,0.00822758995698658,0.013290021813070929,0.010083915072450766,0.06111751665953924,-0.006447473367599654,0.07594327945523482
MGK,0.028413733414751174,0.030878998944619207,-0.014431581136586824,-0.014149980319341005,0.06265580635311441,-0.01844107236569481,0.0009600300393455274,0.015463824336931609,-0.017151837226152544,0.03495728425608946,-0.06533912979853163,-0.02740266938882996,0.09812224161368333,0.001522625424831059,-0.02498619557280901,-0.05575632208845405,-0.005866492255831468,0.07012680817121875,-0.007578278613388778,0.021818314621932844,-0.006346697896984277,0.04720806727036719,-0.002745722909012427,0.007626081048563993,-0.022176326389374168,0.009702635826665862,0.013180955777579273,0.03627593060425682,0.04719141548837946,0.015050698297921494,0.02413468782107353,0.029790144807023022,-0.00532410849161713,0.026484225898561364,0.01314365257212402,0.009772920174802024,0.0302711472835413,0.02493270298761474,0.010581847738730277,0.0735648120409198,-0.028028630170842228,-0.0316853634814962,0.0040985006807281454,0.046494997816772354,0.01239829104613932,0.026056875930868362,0.047022306267119784,0.005944706815396161,-0.08761780389630125,-0.0005133166445735471,-0.08342992111850622,0.08840297927185037,0.033914215741190246,0.03338414922884092,0.04712516303262504,-0.06589364010404486,0.0679949284727761,0.023633190425540462,-0.0035463238458803836,0.004467498354162602,0.026253295637213903,0.04183882415524409,0.0323911576164313,0.034944365056502225,-0.062487447574393506,-0.09857899149090266,0.14990575611574375,0.06459993803896347,0.052977112384519076,0.07657063933437769,0.11378714435307602,-0.05298639394552329,-0.03425038919934642,0.09662126833100326,0.04001780483458828,-0.009717874061902387,0.0019328384488037642,0.025655833409520268,0.07190769146803477,-0.015273000322059804,0.059825200942877244
PHO,0.0499797542786764,-0.000774091348400896,-0.0012165790444279567,-0.05203902958513407,0.03973799995196692,-0.018912727523846762,0.01044169980820997,0.02265535627051274,-0.027456054965821708,-0.045290394268701406,-0.07766583312518693,-0.06398892556858993,0.11051609046527844,-0.02937328346164081,-0.01842001409123961,-0.0618365694986206,0.008361718908753923,0.0712199273981231,0.04553728519583422,0.011759225761659886,0.01826471395228313,0.03426422545879637,-0.0032720707978843855,0.01095452196454505,-0.0402275097113296,0.05038082700749591,-0.005854892086626262,0.03009343418189836,0.02526655619768703,0.0023102904105505306,0.026507980291105016,0.006736403846814509,0.00470569147069555,0.009269245285534744,-0.004775678726111954,0.05284513190929441,0.026315477815984867,0.0430767925415203,-0.007070027791006073,0.030062789852379757,-0.03592031050394029,0.013639406069528848,-0.012799714044162358,0.012633138342523553,-0.006378088589839237,0.04799717410358806,0.0015793432831563425,0.0038669770872676867,-0.08990874665779514,0.05595858577166135,-0.07551520267919443,0.10740871750728642,0.07202289293248354,0.01463112031907765,0.02001169300887584,-0.04356590762374035,0.07695634273021335,0.010109541424677015,0.005837918746310455,0.012519957395181525,0.005464654853345907,0.020380358038405433,0.029962249180569778,0.01397885165560786,-0.08807778702229874,-0.12178177123851819,0.10054271237860912,0.06554510593960661,-0.009198335761167797,0.07127135563353315,0.01618282508752289,0.003951770482565786,0.027469899688496557,0.09712995545704084,0.03949487194957335,-0.006458418942112187,0.043770007194217087,0.026127769572899417,0.05627533284130526,0.017247991354232495,0.009109278333501836
PSI,0.0034781275065260964,0.06542438770931858,0.04938875961372147,-0.020817220457206465,0.08263210292495127,0.0003698191723593425,-0.026296096854150464,0.10117911104748023,-0.07426556589533484,-0.05932850125219935,-0.04522050008791234,-0.019815881388194234,0.07342958479687645,0.05219390016704395,-0.0516374408466842,-0.05984907246215565,-0.010961227618295988,0.10059695856056705,-0.05383436294425559,0.09701136015782397,-0.010668507149551032,0.1248112499152838,0.06624089363574703,0.03437410854555489,-0.019512370576038496,0.10167929919564367,0.02337303333354024,0.04682740371009442,0.042085851548227415,0.060960310596002154,0.017476489644226545,0.06517657087409834,-0.07711591716516442,0.07548483592989585,0.015374540436184914,0.08465504527462286,0.09492063985425037,-0.052495653476498205,-0.014673838018195884,0.059639515928807896,-0.001683283555140802,-0.010114187987321999,-0.07265816488296284,0.12752478433572412,-0.05337734181816123,0.04561163393301926,0.031341855458820955,-0.05321134034641295,-0.11994714448371657,0.04080322584250351,-0.0875285776834609,0.11622632762668461,0.07278623610385893,-0.00021200554261990856,0.09485228639584498,-0.1712021810738361,0.1319242271263159,0.07621464923156007,-0.03335592343822791,0.024712158838171128,0.059159416597244885,0.017801349871892524,0.07910698466129884,-0.010571988211148464,-0.05643298346052639,-0.13238179419110918,0.1715127226498514,0.08262654716269435,0.061768657600111965,0.1089067843051903,-0.0059223426662003975,-0.03830642965964082,0.03681214136684097,0.2153976666213453,0.07573033539380991,0.040312677423794296,0.08702818806905777,0.015039547635701922,0.005730088201317374,0.02584418739371741,0.034009296833546365
